Number,Legs,Wings,Gender,Length,Height,Weight,Environment,Classification
510,2,2,Female,232,138,1305.0,air,Drake
511,4,6,Female,718,446,4038.75,mountain,Dragon
512,2,4,Male,279,194,1569.375,volcanoes,Wyvern
513,4,2,Male,187,92,1051.875,desert,Drake
514,4,2,Female,870,65,4893.75,air,Flying Serpent
515,4,0,Male,998,78,5613.75,water,Serpent
516,4,0,Female,1169,55,6575.625,water,Serpent
517,4,2,Female,225,141,1265.625,volcanoes,Drake
518,4,0,Male,625,67,3515.625,water,Serpent
519,2,2,Female,254,170,1428.75,air,Drake
520,2,2,Male,252,207,1417.5,volcanoes,Wyvern
521,0,0,Female,1009,38,5675.625,cave,Wyrm
522,4,2,Female,917,82,5158.125,air,Flying Serpent
523,4,6,Female,680,462,3825.0,volcanoes,Dragon
524,4,0,Female,718,62,4038.75,water,Serpent
525,4,0,Female,919,70,5169.375,air,Serpent
526,2,2,Female,402,268,2261.25,volcanoes,Wyvern
527,2,4,Male,357,195,2008.125,volcanoes,Wyvern
528,4,0,Male,622,69,3498.75,air,Serpent
529,4,0,Female,777,66,4370.625,air,Serpent
530,0,0,Male,873,56,4910.625,swamp,Wyrm
531,4,6,Male,436,429,2452.5,mountain,Dragon
532,4,2,Female,755,72,4246.875,air,Flying Serpent
533,4,2,Female,248,135,1395.0,volcanoes,Drake
534,4,0,Female,1145,57,6440.625,air,Serpent
535,4,4,Female,568,297,3195.0,mountain,Dragon
536,4,2,Female,253,169,1423.125,desert,Drake
537,4,2,Male,622,85,3498.75,air,Flying Serpent
538,4,6,Male,541,404,3043.125,volcanoes,Dragon
539,0,0,Female,1217,38,6845.625,cave,Wyrm
540,2,2,Male,219,136,1231.875,volcanoes,Wyvern
541,4,0,Female,967,59,5439.375,air,Serpent
542,4,6,Male,487,433,2739.375,cave,Dragon
543,0,0,Female,1260,43,7087.5,cave,Wyrm
544,2,4,Female,311,191,1749.375,volcanoes,Wyvern
545,4,2,Male,882,77,4961.25,air,Flying Serpent
546,4,2,Female,226,145,1271.25,volcanoes,Drake
547,4,2,Female,764,80,4297.5,air,Flying Serpent
548,2,4,Male,380,181,2137.5,volcanoes,Wyvern
549,4,2,Female,760,68,4275.0,air,Flying Serpent
550,2,2,Male,224,137,1260.0,desert,Drake
551,4,2,Male,593,361,3335.625,volcanoes,Dragon
552,0,0,Female,1323,44,7441.875,swamp,Wyrm
553,0,0,Male,1248,52,7020.0,swamp,Wyrm
554,4,0,Female,745,57,4190.625,air,Serpent
555,4,0,Female,1061,66,5968.125,air,Serpent
556,0,0,Male,992,51,5580.0,swamp,Wyrm
557,4,0,Female,786,51,4421.25,water,Serpent
558,4,2,Male,733,76,4123.125,air,Flying Serpent
559,4,4,Male,426,366,2396.25,cave,Dragon
560,4,2,Female,823,68,4629.375,air,Flying Serpent
561,0,0,Male,1027,45,5776.875,cave,Wyrm
562,4,0,Female,942,63,5298.75,air,Serpent
563,4,2,Male,222,130,1248.75,desert,Drake
564,4,2,Female,739,387,4156.875,cave,Dragon
565,4,2,Female,676,607,3802.5,mountain,Dragon
566,4,2,Female,848,69,4770.0,air,Flying Serpent
567,2,2,Male,186,122,1046.25,air,Drake
568,4,2,Female,907,71,5101.875,air,Flying Serpent
569,4,2,Female,1025,69,5765.625,air,Flying Serpent
570,2,2,Male,193,102,1085.625,air,Drake
571,4,6,Female,730,270,4106.25,cave,Dragon
572,0,0,Female,1059,40,5956.875,swamp,Wyrm
573,4,0,Male,665,67,3740.625,air,Serpent
574,4,4,Female,514,487,2891.25,volcanoes,Dragon
575,0,0,Male,969,53,5450.625,cave,Wyrm
576,2,2,Male,366,174,2058.75,volcanoes,Wyvern
577,2,2,Male,211,144,1186.875,woods,Drake
578,4,6,Male,457,490,2570.625,cave,Dragon
579,2,2,Male,193,144,1085.625,volcanoes,Drake
580,0,0,Female,1339,37,7531.875,cave,Wyrm
581,4,4,Female,645,481,3628.125,volcanoes,Dragon
582,4,6,Male,598,587,3363.75,cave,Dragon
583,4,2,Female,215,148,1209.375,volcanoes,Drake
584,4,0,Male,634,73,3566.25,air,Serpent
585,4,2,Male,522,328,2936.25,volcanoes,Dragon
586,4,2,Female,1034,82,5816.25,air,Flying Serpent
587,0,0,Male,882,56,4961.25,swamp,Wyrm
588,4,0,Female,1008,56,5670.0,air,Serpent
589,2,2,Male,177,128,995.625,volcanoes,Drake
590,4,2,Female,1002,74,5636.25,air,Flying Serpent
591,4,2,Male,780,85,4387.5,air,Flying Serpent
592,4,0,Male,857,71,4820.625,water,Serpent
593,4,2,Male,488,569,2745.0,mountain,Dragon
594,4,4,Male,606,359,3408.75,cave,Dragon
595,4,0,Female,859,68,4831.875,air,Serpent
596,2,2,Female,559,272,3144.375,volcanoes,Wyvern
597,4,6,Female,755,419,4246.875,volcanoes,Dragon
598,4,0,Male,733,69,4123.125,water,Serpent
599,0,0,Male,869,63,4888.125,swamp,Wyrm
600,4,0,Female,847,59,4764.375,water,Serpent
601,4,6,Male,502,268,2823.75,volcanoes,Dragon
602,4,4,Male,488,258,2745.0,volcanoes,Dragon
603,4,2,Male,914,96,5141.25,air,Flying Serpent
604,4,4,Male,449,521,2525.625,volcanoes,Dragon
605,4,0,Male,1008,79,5670.0,air,Serpent
606,0,0,Male,862,64,4848.75,swamp,Wyrm
607,2,2,Female,599,159,3369.375,volcanoes,Wyvern
608,4,2,Female,228,162,1282.5,mountain,Drake
609,4,2,Female,959,74,5394.375,air,Flying Serpent
610,2,2,Female,253,120,1423.125,desert,Drake
611,2,2,Male,305,165,1715.625,volcanoes,Wyvern
612,4,0,Male,995,78,5596.875,water,Serpent
613,4,0,Male,942,73,5298.75,air,Serpent
614,0,0,Male,1222,46,6873.75,swamp,Wyrm
615,2,2,Female,594,176,3341.25,volcanoes,Wyvern
616,0,0,Male,1148,62,6457.5,swamp,Wyrm
617,4,0,Female,930,72,5231.25,water,Serpent
618,0,0,Male,969,54,5450.625,cave,Wyrm
619,0,0,Female,1272,48,7155.0,swamp,Wyrm
620,0,0,Female,1129,48,6350.625,swamp,Wyrm
621,4,2,Female,868,76,4882.5,air,Flying Serpent
622,2,4,Female,595,262,3346.875,volcanoes,Wyvern
623,4,2,Female,216,128,1215.0,cave,Drake
624,0,0,Female,1096,39,6165.0,cave,Wyrm
625,4,2,Male,193,109,1085.625,woods,Drake
626,2,4,Female,273,180,1535.625,volcanoes,Wyvern
627,2,2,Female,542,283,3048.75,volcanoes,Wyvern
628,2,2,Female,241,158,1355.625,mountain,Drake
629,4,6,Female,790,576,4443.75,mountain,Dragon
630,4,2,Female,254,166,1428.75,mountain,Drake
631,2,4,Female,473,284,2660.625,volcanoes,Wyvern
632,4,2,Female,821,589,4618.125,mountain,Dragon
633,4,0,Female,714,64,4016.25,water,Serpent
634,4,4,Male,573,572,3223.125,volcanoes,Dragon
635,2,2,Male,179,103,1006.875,cave,Drake
636,4,6,Male,526,456,2958.75,volcanoes,Dragon
637,4,0,Female,907,73,5101.875,air,Serpent
638,4,2,Male,195,145,1096.875,air,Drake
639,2,2,Male,275,194,1546.875,volcanoes,Wyvern
640,2,2,Female,452,213,2542.5,volcanoes,Wyvern
641,2,2,Male,287,125,1614.375,volcanoes,Wyvern
642,4,0,Male,837,65,4708.125,air,Serpent
643,4,2,Male,573,532,3223.125,volcanoes,Dragon
644,4,2,Male,580,78,3262.5,air,Flying Serpent
645,2,2,Female,564,295,3172.5,volcanoes,Wyvern
646,0,0,Male,1155,49,6496.875,swamp,Wyrm
647,4,0,Male,650,78,3656.25,air,Serpent
648,4,4,Male,554,496,3116.25,mountain,Dragon
649,0,0,Female,1300,43,7312.5,swamp,Wyrm
650,0,0,Female,972,48,5467.5,swamp,Wyrm
651,4,0,Female,936,74,5265.0,air,Serpent
652,2,2,Male,225,170,1265.625,volcanoes,Wyvern
653,2,4,Male,402,213,2261.25,volcanoes,Wyvern
654,4,2,Male,646,79,3633.75,air,Flying Serpent
655,4,0,Male,831,78,4674.375,air,Serpent
656,4,0,Male,613,71,3448.125,water,Serpent
657,4,2,Female,989,77,5563.125,air,Flying Serpent
658,4,0,Male,735,67,4134.375,water,Serpent
659,4,2,Female,240,145,1350.0,woods,Drake
660,4,2,Female,1055,75,5934.375,air,Flying Serpent
661,4,2,Male,871,87,4899.375,air,Flying Serpent
662,2,4,Male,284,169,1597.5,volcanoes,Wyvern
663,4,0,Male,867,76,4876.875,air,Serpent
664,4,4,Male,512,468,2880.0,mountain,Dragon
665,4,2,Female,676,314,3802.5,volcanoes,Dragon
666,4,4,Male,453,451,2548.125,volcanoes,Dragon
667,2,2,Male,355,215,1996.875,volcanoes,Wyvern
668,4,2,Male,846,85,4758.75,air,Flying Serpent
669,4,0,Male,1018,70,5726.25,water,Serpent
670,4,2,Male,562,428,3161.25,mountain,Dragon
671,0,0,Male,836,45,4702.5,cave,Wyrm
672,2,4,Female,366,284,2058.75,volcanoes,Wyvern
673,4,4,Female,756,377,4252.5,mountain,Dragon
674,2,2,Male,235,146,1321.875,volcanoes,Wyvern
675,4,0,Male,669,71,3763.125,water,Serpent
676,0,0,Male,989,61,5563.125,swamp,Wyrm
677,4,2,Female,225,133,1265.625,desert,Drake
678,0,0,Female,1374,49,7728.75,cave,Wyrm
679,2,2,Female,480,260,2700.0,volcanoes,Wyvern
680,2,2,Female,237,111,1333.125,cave,Drake
681,2,2,Male,195,144,1096.875,air,Drake
682,4,4,Female,556,496,3127.5,mountain,Dragon
683,2,2,Male,188,99,1057.5,cave,Drake
684,0,0,Male,1123,61,6316.875,cave,Wyrm
685,4,6,Female,581,532,3268.125,volcanoes,Dragon
686,4,2,Male,186,131,1046.25,cave,Drake
687,4,0,Male,684,69,3847.5,water,Serpent
688,0,0,Female,1012,44,5692.5,cave,Wyrm
689,2,2,Female,238,166,1338.75,volcanoes,Drake
690,4,6,Female,641,477,3605.625,mountain,Dragon
691,4,0,Female,727,65,4089.375,water,Serpent
692,2,2,Male,233,149,1310.625,volcanoes,Wyvern
693,4,2,Female,727,82,4089.375,air,Flying Serpent
694,4,0,Female,842,74,4736.25,air,Serpent
695,4,0,Female,989,50,5563.125,water,Serpent
696,4,0,Female,857,55,4820.625,air,Serpent
697,4,2,Male,630,77,3543.75,air,Flying Serpent
698,4,6,Male,518,307,2913.75,mountain,Dragon
699,2,2,Female,218,127,1226.25,woods,Drake
700,4,0,Female,1087,51,6114.375,air,Serpent
701,2,2,Male,216,120,1215.0,desert,Drake
702,2,2,Male,223,105,1254.375,woods,Drake
703,4,0,Male,979,72,5506.875,water,Serpent
704,4,2,Female,741,282,4168.125,volcanoes,Dragon
705,2,2,Male,372,125,2092.5,volcanoes,Wyvern
706,4,6,Female,582,592,3273.75,mountain,Dragon
707,2,2,Male,182,136,1023.75,mountain,Drake
708,4,0,Female,805,53,4528.125,water,Serpent
709,2,4,Male,345,173,1940.625,volcanoes,Wyvern
710,4,6,Male,536,398,3015.0,cave,Dragon
711,4,0,Female,897,52,5045.625,water,Serpent
712,4,6,Female,628,434,3532.5,mountain,Dragon
713,2,2,Male,224,99,1260.0,volcanoes,Drake
714,0,0,Male,893,46,5023.125,cave,Wyrm
715,4,4,Male,503,439,2829.375,mountain,Dragon
716,0,0,Female,1057,45,5945.625,swamp,Wyrm
717,4,0,Female,1116,70,6277.5,air,Serpent
718,2,4,Female,295,234,1659.375,volcanoes,Wyvern
719,4,0,Female,996,65,5602.5,water,Serpent
720,0,0,Male,1210,56,6806.25,cave,Wyrm
721,4,2,Female,217,157,1220.625,woods,Drake
722,2,2,Male,210,122,1181.25,cave,Drake
723,4,0,Male,962,69,5411.25,air,Serpent
724,4,0,Male,677,65,3808.125,water,Serpent
725,2,2,Female,257,134,1445.625,mountain,Drake
726,0,0,Male,1068,62,6007.5,cave,Wyrm
727,4,2,Female,974,66,5478.75,air,Flying Serpent
728,4,2,Female,511,373,2874.375,cave,Dragon
729,4,2,Male,207,145,1164.375,woods,Drake
730,4,2,Female,259,119,1456.875,mountain,Drake
731,4,2,Male,204,124,1147.5,volcanoes,Drake
732,4,0,Male,892,74,5017.5,air,Serpent
733,0,0,Male,1238,55,6963.75,cave,Wyrm
734,4,2,Female,243,129,1366.875,mountain,Drake
735,4,2,Female,245,157,1378.125,volcanoes,Drake
736,4,0,Male,865,72,4865.625,water,Serpent
737,2,2,Male,333,209,1873.125,volcanoes,Wyvern
738,4,2,Female,821,65,4618.125,air,Flying Serpent
739,4,2,Male,616,95,3465.0,air,Flying Serpent
740,4,2,Male,211,105,1186.875,air,Drake
741,2,4,Male,285,145,1603.125,volcanoes,Wyvern
742,4,4,Male,538,212,3026.25,volcanoes,Dragon
743,4,2,Female,216,154,1215.0,woods,Drake
744,2,4,Male,278,224,1563.75,volcanoes,Wyvern
745,2,2,Female,412,225,2317.5,volcanoes,Wyvern
746,4,4,Female,743,508,4179.375,cave,Dragon
747,2,4,Female,283,286,1591.875,volcanoes,Wyvern
748,2,2,Female,219,155,1231.875,air,Drake
749,2,2,Female,248,148,1395.0,volcanoes,Drake
750,4,0,Male,907,73,5101.875,air,Serpent
751,4,2,Male,737,98,4145.625,air,Flying Serpent
752,4,2,Male,503,509,2829.375,mountain,Dragon
753,4,2,Male,623,79,3504.375,air,Flying Serpent
754,2,2,Female,273,185,1535.625,volcanoes,Wyvern
755,2,2,Female,593,280,3335.625,volcanoes,Wyvern
756,4,6,Male,451,359,2536.875,cave,Dragon
757,4,0,Female,1002,61,5636.25,water,Serpent
758,2,4,Male,227,189,1276.875,volcanoes,Wyvern
759,4,0,Male,731,75,4111.875,water,Serpent
760,2,2,Female,538,229,3026.25,volcanoes,Wyvern
761,4,0,Female,1011,73,5686.875,air,Serpent
762,4,2,Female,252,130,1417.5,air,Drake
763,2,2,Female,258,143,1451.25,volcanoes,Drake
764,4,0,Male,960,68,5400.0,air,Serpent
765,4,0,Male,657,68,3695.625,air,Serpent
766,4,6,Female,711,576,3999.375,cave,Dragon
767,2,2,Female,217,143,1220.625,mountain,Drake
768,4,2,Male,455,354,2559.375,volcanoes,Dragon
769,4,4,Male,488,377,2745.0,mountain,Dragon
770,2,2,Female,510,197,2868.75,volcanoes,Wyvern
771,0,0,Male,1018,59,5726.25,cave,Wyrm
772,4,2,Female,809,67,4550.625,air,Flying Serpent
773,0,0,Male,1235,63,6946.875,swamp,Wyrm
774,2,4,Male,266,152,1496.25,volcanoes,Wyvern
775,4,2,Female,1053,83,5923.125,air,Flying Serpent
776,4,2,Female,724,302,4072.5,volcanoes,Dragon
777,4,6,Female,691,264,3886.875,mountain,Dragon
778,2,2,Male,201,120,1130.625,desert,Drake
779,4,0,Female,1025,52,5765.625,water,Serpent
780,2,2,Male,288,174,1620.0,volcanoes,Wyvern
781,4,6,Male,577,482,3245.625,volcanoes,Dragon
782,4,2,Male,901,89,5068.125,air,Flying Serpent
783,4,2,Female,245,114,1378.125,mountain,Drake
784,4,0,Male,776,67,4365.0,water,Serpent
785,4,2,Female,678,276,3813.75,mountain,Dragon
786,4,0,Male,745,73,4190.625,water,Serpent
787,4,2,Female,716,542,4027.5,mountain,Dragon
788,0,0,Male,949,46,5338.125,swamp,Wyrm
789,4,0,Female,925,67,5203.125,air,Serpent
790,4,0,Male,776,72,4365.0,water,Serpent
791,0,0,Male,908,64,5107.5,cave,Wyrm
792,2,2,Female,559,161,3144.375,volcanoes,Wyvern
793,4,4,Male,549,550,3088.125,mountain,Dragon
794,2,2,Male,401,173,2255.625,volcanoes,Wyvern
795,2,4,Male,287,137,1614.375,volcanoes,Wyvern
796,2,2,Female,324,159,1822.5,volcanoes,Wyvern
797,4,0,Male,670,70,3768.75,air,Serpent
798,4,0,Female,797,64,4483.125,air,Serpent
799,4,6,Female,521,315,2930.625,volcanoes,Dragon
800,4,2,Female,227,162,1276.875,air,Drake
801,0,0,Male,843,57,4741.875,swamp,Wyrm
802,4,6,Female,732,408,4117.5,mountain,Dragon
803,4,2,Female,729,84,4100.625,air,Flying Serpent
804,2,2,Female,230,164,1293.75,mountain,Drake
805,2,4,Male,404,151,2272.5,volcanoes,Wyvern
806,0,0,Female,1291,48,7261.875,cave,Wyrm
807,4,2,Female,251,148,1411.875,air,Drake
808,0,0,Female,1145,49,6440.625,swamp,Wyrm
809,2,2,Male,278,173,1563.75,volcanoes,Wyvern
810,0,0,Male,1221,59,6868.125,cave,Wyrm
811,0,0,Male,1004,62,5647.5,cave,Wyrm
812,4,0,Female,731,74,4111.875,water,Serpent
813,4,2,Male,577,98,3245.625,air,Flying Serpent
814,4,2,Female,677,462,3808.125,cave,Dragon
815,0,0,Female,1114,44,6266.25,swamp,Wyrm
816,2,2,Male,233,162,1310.625,volcanoes,Wyvern
817,4,2,Male,191,119,1074.375,desert,Drake
818,4,6,Male,425,321,2390.625,cave,Dragon
819,4,2,Male,207,147,1164.375,woods,Drake
820,4,0,Female,786,58,4421.25,water,Serpent
821,4,0,Female,1071,66,6024.375,air,Serpent
822,2,4,Female,423,261,2379.375,volcanoes,Wyvern
823,4,0,Female,743,53,4179.375,air,Serpent
824,4,2,Male,788,96,4432.5,air,Flying Serpent
825,4,2,Female,228,115,1282.5,volcanoes,Drake
826,2,2,Male,300,198,1687.5,volcanoes,Wyvern
827,4,0,Female,696,54,3915.0,water,Serpent
828,4,0,Male,755,71,4246.875,air,Serpent
829,4,0,Female,836,68,4702.5,air,Serpent
830,4,4,Male,601,488,3380.625,mountain,Dragon
831,2,4,Male,316,219,1777.5,volcanoes,Wyvern
832,4,2,Female,1066,81,5996.25,air,Flying Serpent
833,4,2,Male,870,79,4893.75,air,Flying Serpent
834,4,2,Male,224,99,1260.0,air,Drake
835,4,6,Male,591,270,3324.375,mountain,Dragon
836,4,0,Male,617,74,3470.625,air,Serpent
837,4,6,Male,576,399,3240.0,mountain,Dragon
838,2,2,Female,272,182,1530.0,volcanoes,Wyvern
839,0,0,Female,1107,39,6226.875,swamp,Wyrm
840,2,2,Male,202,118,1136.25,volcanoes,Drake
841,4,2,Male,186,107,1046.25,volcanoes,Drake
842,4,2,Male,207,106,1164.375,volcanoes,Drake
843,4,2,Male,483,249,2716.875,cave,Dragon
844,4,2,Female,1039,77,5844.375,air,Flying Serpent
845,0,0,Female,1068,40,6007.5,swamp,Wyrm
846,4,6,Female,660,309,3712.5,volcanoes,Dragon
847,4,4,Female,531,459,2986.875,cave,Dragon
848,4,2,Male,223,99,1254.375,woods,Drake
849,0,0,Female,1253,44,7048.125,swamp,Wyrm
850,0,0,Female,1002,41,5636.25,swamp,Wyrm
851,2,2,Male,243,187,1366.875,volcanoes,Wyvern
852,0,0,Female,1324,38,7447.5,cave,Wyrm
853,4,6,Male,598,342,3363.75,volcanoes,Dragon
854,4,0,Male,982,71,5523.75,water,Serpent
855,0,0,Male,1171,46,6586.875,swamp,Wyrm
856,4,0,Female,871,50,4899.375,air,Serpent
857,2,2,Male,187,111,1051.875,volcanoes,Drake
858,2,2,Male,218,141,1226.25,cave,Drake
859,2,2,Female,219,173,1231.875,mountain,Drake
860,4,4,Female,795,435,4471.875,cave,Dragon
861,4,2,Female,800,83,4500.0,air,Flying Serpent
862,2,2,Female,264,126,1485.0,woods,Drake
863,4,2,Male,465,427,2615.625,volcanoes,Dragon
864,0,0,Male,1003,47,5641.875,swamp,Wyrm
865,4,6,Male,442,348,2486.25,volcanoes,Dragon
866,4,0,Male,871,79,4899.375,air,Serpent
867,4,2,Female,856,75,4815.0,air,Flying Serpent
868,4,0,Male,956,74,5377.5,air,Serpent
869,4,6,Male,457,417,2570.625,volcanoes,Dragon
870,0,0,Female,1314,44,7391.25,swamp,Wyrm
871,4,4,Female,626,474,3521.25,mountain,Dragon
872,4,0,Female,1078,67,6063.75,water,Serpent
873,4,0,Male,662,70,3723.75,air,Serpent
874,4,2,Male,192,91,1080.0,volcanoes,Drake
875,2,4,Female,579,177,3256.875,volcanoes,Wyvern
876,4,2,Female,723,585,4066.875,cave,Dragon
877,0,0,Female,1242,37,6986.25,swamp,Wyrm
878,4,2,Male,217,132,1220.625,desert,Drake
879,4,0,Male,766,68,4308.75,air,Serpent
880,4,2,Female,1033,78,5810.625,air,Flying Serpent
881,2,2,Male,292,167,1642.5,volcanoes,Wyvern
882,2,2,Female,285,241,1603.125,volcanoes,Wyvern
883,0,0,Female,1159,49,6519.375,cave,Wyrm
884,4,4,Male,428,483,2407.5,mountain,Dragon
885,4,2,Male,212,147,1192.5,cave,Drake
886,4,2,Male,688,91,3870.0,air,Flying Serpent
887,4,2,Male,221,104,1243.125,volcanoes,Drake
888,4,4,Male,613,263,3448.125,mountain,Dragon
889,4,2,Male,600,331,3375.0,volcanoes,Dragon
890,4,0,Female,985,62,5540.625,water,Serpent
891,4,2,Female,737,75,4145.625,air,Flying Serpent
892,4,2,Female,804,602,4522.5,volcanoes,Dragon
893,2,4,Male,296,183,1665.0,volcanoes,Wyvern
894,2,2,Male,206,92,1158.75,desert,Drake
895,4,2,Male,842,82,4736.25,air,Flying Serpent
896,4,0,Male,792,74,4455.0,air,Serpent
897,2,4,Female,403,228,2266.875,volcanoes,Wyvern
898,4,6,Female,779,475,4381.875,mountain,Dragon
899,4,0,Female,910,58,5118.75,air,Serpent
900,0,0,Female,1328,36,7470.0,swamp,Wyrm
901,4,0,Female,943,53,5304.375,air,Serpent
902,4,0,Male,958,72,5388.75,air,Serpent
903,4,0,Male,686,74,3858.75,water,Serpent
904,2,4,Male,284,177,1597.5,volcanoes,Wyvern
905,2,2,Female,441,181,2480.625,volcanoes,Wyvern
906,4,2,Female,1091,72,6136.875,air,Flying Serpent
907,4,0,Female,902,58,5073.75,air,Serpent
908,4,4,Female,569,593,3200.625,mountain,Dragon
909,4,0,Female,1063,58,5979.375,air,Serpent
910,4,2,Female,250,165,1406.25,cave,Drake
911,4,2,Male,193,96,1085.625,woods,Drake
912,0,0,Female,1342,36,7548.75,cave,Wyrm
913,2,2,Female,251,122,1411.875,volcanoes,Drake
914,4,2,Female,226,167,1271.25,mountain,Drake
915,2,2,Female,296,213,1665.0,volcanoes,Wyvern
916,4,2,Female,997,65,5608.125,air,Flying Serpent
917,4,2,Male,600,98,3375.0,air,Flying Serpent
918,0,0,Male,1051,50,5911.875,cave,Wyrm
919,4,2,Male,413,426,2323.125,cave,Dragon
920,4,2,Male,591,262,3324.375,volcanoes,Dragon
921,4,0,Female,1172,60,6592.5,water,Serpent
922,2,4,Male,224,220,1260.0,volcanoes,Wyvern
923,4,4,Female,512,345,2880.0,cave,Dragon
924,0,0,Male,980,62,5512.5,cave,Wyrm
925,4,2,Male,181,108,1018.125,desert,Drake
926,2,2,Female,249,154,1400.625,air,Drake
927,4,0,Female,732,65,4117.5,air,Serpent
928,2,2,Female,263,120,1479.375,woods,Drake
929,4,2,Female,215,132,1209.375,desert,Drake
930,4,2,Female,221,131,1243.125,air,Drake
931,4,2,Female,906,81,5096.25,air,Flying Serpent
932,4,4,Female,819,491,4606.875,volcanoes,Dragon
933,4,2,Female,948,84,5332.5,air,Flying Serpent
934,0,0,Male,826,59,4646.25,swamp,Wyrm
935,0,0,Male,879,59,4944.375,cave,Wyrm
936,4,2,Male,835,87,4696.875,air,Flying Serpent
937,4,0,Female,816,60,4590.0,water,Serpent
938,0,0,Female,1089,40,6125.625,swamp,Wyrm
939,2,2,Female,219,160,1231.875,volcanoes,Drake
940,4,2,Female,1069,84,6013.125,air,Flying Serpent
941,4,6,Female,606,451,3408.75,volcanoes,Dragon
942,2,2,Male,199,100,1119.375,air,Drake
943,4,0,Male,821,76,4618.125,water,Serpent
944,4,6,Male,452,565,2542.5,mountain,Dragon
945,2,2,Female,254,117,1428.75,mountain,Drake
946,4,0,Male,991,67,5574.375,water,Serpent
947,4,2,Male,192,130,1080.0,mountain,Drake
948,4,0,Male,695,77,3909.375,air,Serpent
949,4,0,Female,806,63,4533.75,water,Serpent
950,2,4,Female,440,153,2475.0,volcanoes,Wyvern
951,4,2,Female,230,172,1293.75,cave,Drake
952,4,0,Male,890,79,5006.25,water,Serpent
953,4,6,Male,420,507,2362.5,mountain,Dragon
954,4,6,Male,494,586,2778.75,cave,Dragon
955,0,0,Female,1282,39,7211.25,cave,Wyrm
956,4,2,Male,798,88,4488.75,air,Flying Serpent
957,4,0,Male,964,77,5422.5,water,Serpent
958,4,0,Female,1077,54,6058.125,water,Serpent
959,4,2,Male,538,501,3026.25,mountain,Dragon
960,4,2,Female,1047,83,5889.375,air,Flying Serpent
961,4,2,Female,813,81,4573.125,air,Flying Serpent
962,4,2,Female,224,112,1260.0,volcanoes,Drake
963,2,2,Female,229,156,1288.125,volcanoes,Drake
964,4,6,Female,739,551,4156.875,volcanoes,Dragon
965,4,0,Male,652,71,3667.5,air,Serpent
966,4,0,Male,689,79,3875.625,air,Serpent
967,4,2,Male,683,82,3841.875,air,Flying Serpent
968,4,2,Male,752,87,4230.0,air,Flying Serpent
969,0,0,Male,1184,56,6660.0,cave,Wyrm
970,2,2,Male,180,148,1012.5,mountain,Drake
971,0,0,Male,1062,55,5973.75,swamp,Wyrm
972,2,4,Female,567,259,3189.375,volcanoes,Wyvern
973,4,0,Female,1169,56,6575.625,air,Serpent
974,4,4,Female,622,296,3498.75,volcanoes,Dragon
975,4,4,Female,678,335,3813.75,volcanoes,Dragon
976,2,2,Female,251,132,1411.875,cave,Drake
977,4,2,Female,596,504,3352.5,mountain,Dragon
978,4,0,Female,829,72,4663.125,air,Serpent
979,4,2,Female,818,80,4601.25,air,Flying Serpent
980,2,2,Female,254,158,1428.75,air,Drake
981,4,2,Male,631,84,3549.375,air,Flying Serpent
982,4,2,Female,256,156,1440.0,air,Drake
983,4,2,Male,220,124,1237.5,volcanoes,Drake
984,0,0,Female,1008,37,5670.0,cave,Wyrm
985,4,6,Male,516,230,2902.5,cave,Dragon
986,0,0,Male,930,63,5231.25,swamp,Wyrm
987,4,4,Female,643,588,3616.875,mountain,Dragon
988,4,2,Female,261,111,1468.125,desert,Drake
989,2,2,Female,235,159,1321.875,woods,Drake
990,0,0,Female,1275,49,7171.875,swamp,Wyrm
991,4,2,Female,261,126,1468.125,desert,Drake
992,2,2,Male,202,128,1136.25,cave,Drake
993,2,2,Male,339,147,1906.875,volcanoes,Wyvern
994,2,2,Female,251,164,1411.875,desert,Drake
995,2,2,Female,249,142,1400.625,air,Drake
996,0,0,Female,971,44,5461.875,swamp,Wyrm
997,0,0,Female,1212,40,6817.5,swamp,Wyrm
998,4,0,Male,656,72,3690.0,water,Serpent
999,4,2,Male,213,125,1198.125,desert,Drake
1000,2,2,Male,183,144,1029.375,mountain,Drake
1001,4,2,Male,801,85,4505.625,air,Flying Serpent
1002,0,0,Female,1197,49,6733.125,swamp,Wyrm
1003,4,0,Female,1124,52,6322.5,air,Serpent
1004,2,2,Female,306,182,1721.25,volcanoes,Wyvern
1005,4,2,Female,503,430,2829.375,cave,Dragon
1006,2,2,Female,221,145,1243.125,mountain,Drake
1007,4,4,Male,494,541,2778.75,cave,Dragon
1008,4,2,Female,220,169,1237.5,air,Drake
1009,4,0,Male,848,68,4770.0,air,Serpent
1010,0,0,Female,1288,49,7245.0,cave,Wyrm
1011,4,2,Male,456,528,2565.0,volcanoes,Dragon
1012,4,2,Female,260,150,1462.5,woods,Drake
1013,4,2,Female,612,341,3442.5,cave,Dragon
1014,4,2,Male,187,108,1051.875,volcanoes,Drake
1015,4,0,Female,900,60,5062.5,air,Serpent
1016,4,4,Male,444,558,2497.5,mountain,Dragon
1017,4,0,Female,1152,71,6480.0,water,Serpent
